SAMPLE_ID,식품명,식품상세분류,1회제공량,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
R000156-ZZ-AVG,"국수, 중국국수, 말린것, 삶은것",곡류 및 그 제품,100,148,65,5.2,0.6,28.6,-,1.5,11,0.5,8,36,10,200,0.1,0.05,0.16,-
R000157-ZZ-AVG,"국수, 중국국수, 증숙, 생것",곡류 및 그 제품,100,198,54,5.3,1.7,38.4,-,1.9,9,0.3,10,100,86,170,0.2,0.07,0.29,-
R000158-ZZ-AVG,"국수, 중면, 말린것",곡류 및 그 제품,100,366,10.7,10.4,1.21,73.94,3.21,2.4,18,0.75,24,88,150,1284,0.54,0.122,0.694,42.76
R000159-ZZ-AVG,"국수, 중면, 말린것, 삶은것",곡류 및 그 제품,100,120,71.7,3.55,0.4,24.04,0,2,8,0.26,4,24,8,88,0.28,0.023,0.22,10.09
R000160-ZZ-AVG,"국수, 쫄면, 말린것",곡류 및 그 제품,100,348,14.2,9.16,1.08,71.29,4.5,1.7,19,0.57,22,73,123,1697,0.21,0.078,0.614,12.56
R000161-ZZ-AVG,"국수, 칼국수, 생것",곡류 및 그 제품,100,303,27.8,7.25,0.87,63.02,0,1.7,15,0.41,14,50,93,327,0.28,0.05,0.472,8.26
R000162-ZZ-AVG,"국수, 칼국수, 생것, 삶은것",곡류 및 그 제품,100,140,66.9,3.49,0.43,28.98,0,2.5,6,0.13,4,17,11,47,0.12,0.02,0.138,5.18
R000163-ZZ-AVG,"국수, 칼국수 , 반건조",곡류 및 그 제품,100,281,30.8,6.4,1.4,57.5,-,-,15,1.4,-,54,100,1768,-,-,-,-
R000164-ZZ-AVG,"라면, 말린것",곡류 및 그 제품,100,445,6.4,8.23,14.28,69.05,0,3.8,226,0.44,21,99,212,437,0.44,0.074,0.448,13.06
R000165-ZZ-AVG,"라면, 말린것, 삶은것",곡류 및 그 제품,100,175,62,3.61,4.17,29.65,0,3.9,97,0.42,9,40,44,104,0.23,0.033,0.191,7.17
R000166-ZZ-AVG,"빵, 건포도빵",곡류 및 그 제품,100,269,35.7,8.2,3.5,51.1,-,2.2,32,0.9,23,86,210,400,0.6,0.15,0.32,-
R000167-ZZ-AVG,"빵, 곰보빵",곡류 및 그 제품,100,415,13.2,9.5,14.54,61.44,17.01,4.1,35,0.71,37,155,175,307,0.94,0.127,0.555,15.31
R000168-ZZ-AVG,"빵, 꽈배기",곡류 및 그 제품,100,404,23.2,7.9,20.4,47.2,-,2.1,32,9.3,-,136,112,431,-,-,-,-
R000169-ZZ-AVG,"빵, 팥 도우넛",곡류 및 그 제품,100,347,31.5,6.6,15.3,45.7,-,-,27,1,-,86,67,188,-,-,-,-
R000170-ZZ-AVG,"빵, 링 도우넛",곡류 및 그 제품,100,426,24.9,7.3,26,40.6,-,-,28,1.1,-,120,73,360,-,-,-,-
R000171-ZZ-AVG,"빵, 하드 롤빵",곡류 및 그 제품,100,293,31,9.9,4.3,52.7,1.77,2.3,95,3.28,27,100,108,544,0.94,0.163,0.46,39.1
R000172-ZZ-AVG,"빵, 소프트 롤빵",곡류 및 그 제품,100,316,30.7,10.1,9,48.6,6.4,2,44,0.7,22,97,110,490,0.8,0.12,0.29,-
R000173-ZZ-AVG,"빵, 마늘빵",곡류 및 그 제품,100,424,13.8,9.8,17.2,57.5,-,3,39,5.4,-,99,128,558,-,-,-,-
R000174-ZZ-AVG,"빵, 우유 머핀",곡류 및 그 제품,100,296,37.7,6.9,11.4,41.4,-,2.7,200,2.39,17,153,121,467,0.56,0.069,0.296,18
R000175-ZZ-AVG,"빵, 잉글리쉬 머핀",곡류 및 그 제품,100,235,42.1,7.7,1.8,46,-,2.7,52,0.89,21,133,131,464,0.7,0.129,0.357,-
R000176-ZZ-AVG,"빵, 모닝빵",곡류 및 그 제품,100,316,26,9.06,4.91,58.99,11.33,2.1,33,0.68,22,88,114,260,0.56,0.079,0.36,19.6
R000177-ZZ-AVG,"빵, 모카빵",곡류 및 그 제품,100,354,19.7,8.31,7.53,63.29,15.43,1.4,26,0.77,23,93,161,316,1.69,0.091,0.308,22.73
R000178-ZZ-AVG,"빵, 바게트빵",곡류 및 그 제품,100,279,30,9.4,1.3,57.5,1.8,2.7,16,0.9,22,72,110,620,0.8,0.14,0.39,29
R000179-ZZ-AVG,"빵, 달걀 베이글",곡류 및 그 제품,100,278,32.7,10.6,2.1,53,-,2.3,13,3.98,25,84,68,505,0.77,0.09,0.41,30.6
R000180-ZZ-AVG,"빵, 식빵",곡류 및 그 제품,100,279,34.8,9.01,4.91,49.68,4.12,3.7,26,0.6,19,78,98,516,0.54,0.117,0.207,28.97
R000181-ZZ-AVG,"빵, 식빵, 베타카로틴 첨가",곡류 및 그 제품,100,266,36.2,9.35,3.5,49.37,4.15,3.7,17,0.73,23,81,83,456,0.68,0.08,0.307,30.68
R000182-ZZ-AVG,"빵, 식빵, 옥수수",곡류 및 그 제품,100,270,35.1,9.44,3.42,50.45,5.32,3.7,17,0.68,18,68,75,524,0.95,0.064,0.276,33.91
R000183-ZZ-AVG,"빵, 우유 식빵",곡류 및 그 제품,100,285,34.6,9.1,6,48.7,-,-,32,1.5,-,88,120,434,-,-,-,-
R000184-ZZ-AVG,"빵, 옥수수빵",곡류 및 그 제품,100,321,30.5,7.4,10.2,49.1,-,2.4,75,1.94,21,384,131,795,0.64,0.063,0.221,15.2
R000185-ZZ-AVG,"빵, 잼빵",곡류 및 그 제품,100,297,32,6.6,5.8,54.5,-,1.8,31,0.5,17,66,95,310,0.5,0.08,0.24,-
R000186-ZZ-AVG,"빵, 찐빵, 팥",곡류 및 그 제품,100,213,47.5,5.96,1.29,44.36,10.42,5.1,22,0.93,31,73,190,158,0.46,0.086,0.387,3.5
R000187-ZZ-AVG,"빵, 채소 찐빵",곡류 및 그 제품,100,231,47.4,8.1,5.5,37.3,-,-,54,0.9,-,85,142,409,-,-,-,-
R000188-ZZ-AVG,"빵, 단호박 찐빵",곡류 및 그 제품,100,239,39.7,5.4,0.9,52.4,-,-,26,0.7,-,66,272,280,-,-,-,-
R000189-ZZ-AVG,"빵, 카스텔라",곡류 및 그 제품,100,299,29.4,6.91,3.72,59.46,24.85,4.7,29,0.79,9,101,82,81,0.69,0.019,0.096,10.57
R000190-ZZ-AVG,"빵, 크로와상",곡류 및 그 제품,100,448,20,7.9,26.8,43.9,-,1.8,21,0.6,17,67,90,470,0.6,0.1,0.29,-
R000191-ZZ-AVG,"빵, 버터 크로와상",곡류 및 그 제품,100,406,23.2,8.2,21,45.8,11.26,2.6,37,2.03,16,105,118,467,0.75,0.08,0.33,22.7
R000192-ZZ-AVG,"빵, 크로켓",곡류 및 그 제품,100,307,44.7,6,18.2,29.7,-,-,25,1.1,-,100,146,346,-,-,-,-
R000193-ZZ-AVG,"빵, 채소 크로켓",곡류 및 그 제품,100,301,43.9,7.1,16.4,31.2,-,1.1,32,10.3,-,106,144,403,-,-,-,-
R000194-ZZ-AVG,"빵, 크림빵",곡류 및 그 제품,100,275,40.1,6,7.7,45.5,-,-,40,0.9,-,80,68,160,-,-,-,-
R000195-ZZ-AVG,"빵, 버터 크림빵",곡류 및 그 제품,100,383,26.1,8.2,18.4,46.2,-,2.6,40,4.7,-,92,113,319,-,-,-,-
R000196-ZZ-AVG,"빵, 팥빵",곡류 및 그 제품,100,253,39.8,7.57,3.17,48.51,16.37,6.3,25,0.99,22,102,157,180,0.75,0.198,0.469,3.07
R000197-ZZ-AVG,"빵, 페이스트리",곡류 및 그 제품,100,457,17.4,8.6,26.3,46.5,-,3,31,5.2,-,94,119,423,-,-,-,-
R000198-ZZ-AVG,"빵, 치즈 페이스트리",곡류 및 그 제품,100,374,31.4,8,21.9,37.2,6.95,1,35,1.8,15,108,98,417,0.7,0.089,0.351,18.9
R000199-ZZ-AVG,"빵, 과일 페이스트리",곡류 및 그 제품,100,371,27.1,5.4,18.5,47.8,27.53,1.9,46,1.77,15,89,83,445,0.54,0.065,0.253,14.8
R000200-ZZ-AVG,"빵, 붕어빵, 팥",곡류 및 그 제품,100,254,43.5,4.81,6.44,44.12,11.98,6.2,17,0.78,20,49,144,276,0.45,0.089,0.309,1.51
R000201-ZZ-AVG,"빵, 소시지빵",곡류 및 그 제품,100,323,38,10.59,16.52,33,5.05,4.8,30,0.65,19,132,179,571,1.67,0.058,0.155,17.58
R000202-ZZ-AVG,"빵, 난",곡류 및 그 제품,100,262,37.2,10.3,3.4,47.6,-,2,11,0.8,22,77,97,530,0.7,0.11,0.3,-
R000203-ZZ-AVG,"케이크, 과일(후르츠)",곡류 및 그 제품,100,324,25.3,2.9,9.1,61.6,27.42,3.7,33,2.07,16,52,153,101,0.27,0.05,0.22,2
R000204-ZZ-AVG,"케이크, 롤케이크",곡류 및 그 제품,100,369,32.3,7.51,20.22,39.24,17.41,6.3,32,0.87,7,122,95,162,1.17,0.037,0.043,13.95
R000205-ZZ-AVG,"케이크, 배 케이크",곡류 및 그 제품,100,296,38.4,6.2,10.8,43.5,-,-,34,1,-,90,198,277,-,-,-,-
R000206-ZZ-AVG,"케이크, 생크림 블루베리",곡류 및 그 제품,100,280,53.2,3.03,18.88,24.39,22.87,0.8,44,0.45,8,70,106,67,0.84,0.012,0.181,5.03
R000207-ZZ-AVG,"케이크, 쇼튼드 케이크",곡류 및 그 제품,100,327,35,7.1,13.8,43.6,-,0.6,32,0.7,7,110,91,79,0.5,0.06,-,11
R000208-ZZ-AVG,"케이크, 스펀지 케이크",곡류 및 그 제품,100,352,30.2,6.6,15.2,47.2,-,-,34,0.9,-,124,85,172,-,-,-,-
R000209-ZZ-AVG,"케이크, 엔젤푸드 케이크",곡류 및 그 제품,100,258,33.2,5.9,0.8,57.8,-,1.5,140,0.52,12,324,93,749,0.07,0.078,0.085,7.3
R000210-ZZ-AVG,"케이크, 초콜릿 케이크",곡류 및 그 제품,100,417,22.2,5.23,22.09,49.31,38.19,0.7,54,2.65,45,125,318,146,0.92,0.326,0.427,5.7
R000211-ZZ-AVG,"케이크, 치즈 케이크",곡류 및 그 제품,100,331,42.9,5.87,21.32,28.82,17.61,0.7,100,0.78,10,176,122,240,1.46,0.018,0.043,16.27
R000212-ZZ-AVG,"케이크, 파운드 케이크",곡류 및 그 제품,100,408,23,5.66,20.71,49.65,17.43,0.9,52,0.74,14,148,130,207,0.59,0.063,0.185,8.65
R000213-ZZ-AVG,"케이크, 팬케이크",곡류 및 그 제품,100,227,52.9,6.4,9.7,28.3,-,-,219,1.8,16,159,132,439,0.56,0.049,0.2,14.9
R000214-ZZ-AVG,"파스타, 마카로니, 말린것",곡류 및 그 제품,100,380,9.5,12.2,0.4,77.1,-,-,2,1.3,-,176,215,2,-,-,-,-
R000215-ZZ-AVG,"파스타, 마카로니, 말린것, 삶은것",곡류 및 그 제품,100,126,70,3.8,0.2,25.8,-,-,5,0.5,-,10,23,5,-,-,-,-
R000216-ZZ-AVG,"파스타, 스파게티, 말린것",곡류 및 그 제품,100,365,9.6,11.78,1.28,76.64,1.39,2.7,24,1.31,46,167,234,2,0.92,0.264,0.72,17.14
R000217-ZZ-AVG,"파스타, 스파게티, 말린것, 삶은것",곡류 및 그 제품,100,129,69.1,3.8,0,26.9,-,-,5,0.7,-,8,29,7,-,-,-,-
R000218-ZZ-AVG,"보리, 두산8호, 도정, 생것",곡류 및 그 제품,100,352,10,10,1,78,-,-,24,1.7,-,129,270,18,-,-,-,-
R000219-ZZ-AVG,"보리, 서둔찰보리, 도정, 생것",곡류 및 그 제품,100,354,9.5,9.7,1.1,78.5,-,-,26,2.9,-,117,227,13,-,-,-,-
R000220-ZZ-AVG,"보리, 쌀보리, 도정, 생것",곡류 및 그 제품,100,342,13.5,9.3,1.81,74.39,0.5,12.8,30,2.59,68,206,282,4,2,0.318,1.381,2.37
R000221-ZZ-AVG,"보리, 겉보리, 압맥",곡류 및 그 제품,100,343,13.4,8.74,1.66,75.38,0.32,11,30,2.4,54,161,202,9,2.05,0.306,1.364,2.72
R000222-ZZ-AVG,"보리, 겉보리, 할맥",곡류 및 그 제품,100,354,10.5,9.3,1.67,77.71,1.93,17,31,2.02,53,163,211,11,1.95,0.297,1.238,2.44
R000223-ZZ-AVG,"보리, 볶은것",곡류 및 그 제품,100,360,8.2,12.7,2.6,74.1,-,-,26,18.9,-,402,-,-,-,-,-,-
R000224-ZZ-AVG,"보리, 가루",곡류 및 그 제품,100,357,9.5,11.16,1.83,76.48,0.3,12.8,35,2.44,91,209,287,20,1.7,0.251,1.01,7.35
R000225-ZZ-AVG,"보리, 껍질 포함, 가루",곡류 및 그 제품,100,364,8.2,10.95,2.99,76.09,0,22.1,48,7.68,112,216,307,17,2.65,0.294,2.261,2.88
R000226-ZZ-AVG,"보리, 미숫가루",곡류 및 그 제품,100,398,2,14.52,5.48,76.17,1.06,12.8,54,3.99,119,317,630,6,2.79,0.368,17.981,3.24
R000227-ZZ-AVG,"보리, 엿기름, 말린것",곡류 및 그 제품,100,358,8.8,14.65,2.71,71.68,10.24,20.4,48,8.63,142,424,289,10,3.63,0.425,1.791,2.93
R000228-ZZ-AVG,"보리, 찰보리, 도정, 생것",곡류 및 그 제품,100,346,12.6,11.87,2.15,72.29,0.5,13.6,34,3.37,78,224,296,5,2.69,0.363,1.525,2.71
R000229-ZZ-AVG,"보리, 늘보리, 도정, 생것",곡류 및 그 제품,100,346,12.4,9.79,1.77,75.08,0.5,20.8,30,2.44,72,203,216,6,2.14,0.346,1.583,2.81
R000230-ZZ-AVG,"보리, 찰보리, 할맥",곡류 및 그 제품,100,362,7.7,8.5,1,82,-,-,28,1.8,-,127,269,7,-,-,-,-
R000231-ZZ-AVG,"수수, 통수수, 생것",곡류 및 그 제품,100,360,8.7,10.5,3.1,76.5,-,-,10,2.1,-,191,524,4,-,-,-,-
R000232-ZZ-AVG,"수수, 도정, 생것",곡류 및 그 제품,100,374,10.2,11.67,3.01,73.63,0.46,-,8,2.84,123,302,367,6,1.28,0.197,1.324,1.7
R000233-ZZ-AVG,"수수, 찰수수, 도정, 생것",곡류 및 그 제품,100,371,11.1,11.2,3.22,72.91,0.53,11.8,8,2.31,142,332,393,4,1.48,0.173,1.176,1.67
R000234-ZZ-AVG,"수수떡, 수수경단",곡류 및 그 제품,100,218,46.2,8.2,1.4,43.1,-,-,14,9.6,-,91,1182,238,-,-,-,-
R000235-ZZ-AVG,"시리얼, 옥수수, 아몬드",곡류 및 그 제품,100,426,3.7,7.3,9.29,78.18,34.79,4.4,35,7.83,40,85,170,379,6.45,0.129,0.389,28.75
R000236-ZZ-AVG,"시리얼, 옥수수",곡류 및 그 제품,100,378,5,5.11,0.59,88.05,39.55,2.5,3,8.96,9,30,63,434,7.98,0.021,0.074,50.45
R000237-ZZ-AVG,"시리얼, 현미",곡류 및 그 제품,100,394,2.8,6.8,2.79,85.33,17.24,3.3,11,8.97,108,321,225,551,8.79,0.2,2.608,36.42
R000238-ZZ-AVG,"시리얼, 옥수수, 그래놀라, 코코넛 ",곡류 및 그 제품,100,434,2.6,5.56,9.75,80.93,29.49,4.7,19,7.31,32,120,132,279,7.26,0.114,0.915,14.63
R000239-ZZ-AVG,"시리얼, 옥수수, 그래놀라, 건조과일 ",곡류 및 그 제품,100,395,4.5,5.81,3.65,84.66,35.14,3.3,41,11.95,20,60,129,390,9.72,0.071,0.372,45.37
R000240-ZZ-AVG,"시리얼, 쌀",곡류 및 그 제품,100,390,2.1,6.65,1.68,86.99,21.72,1.9,259,18.75,24,166,91,625,10.63,0.159,0.849,58.18
R000241-ZZ-AVG,"시리얼, 코코아",곡류 및 그 제품,100,407,1.9,6.08,4.34,85.78,40.91,4.6,203,7.65,64,217,320,232,4.94,0.288,1.475,24.07
R000242-ZZ-AVG,"아마란스, 노란색, 건조",곡류 및 그 제품,100,383,6.9,17.09,5.94,67.27,1.65,13.8,252,9.79,388,662,615,0,3.21,0.488,2.793,5.03
R000243-ZZ-AVG,"아마란스, 붉은색, 건조",곡류 및 그 제품,100,381,7.4,16.47,5.78,67.59,1.71,16.4,287,9.21,434,631,418,0,2.98,0.475,3.173,4.68
R000244-ZZ-AVG,"옥수수, 단옥수수, 생것",곡류 및 그 제품,100,109,71.5,3.8,0.5,23.4,-,-,21,1.8,-,106,314,1,-,-,-,-
R000245-ZZ-AVG,"옥수수, 단옥수수, 찐것",곡류 및 그 제품,100,135,65.2,4.2,0.7,29.1,-,-,21,2.1,-,123,356,1,-,-,-,-
R000246-ZZ-AVG,"옥수수, 메옥수수, 생것",곡류 및 그 제품,100,178,55.3,5.34,2.06,36.26,0.31,4.9,4,1.01,68,157,270,0,1.3,0.066,0.505,0.6
R000247-ZZ-AVG,"옥수수, 메옥수수, 말린것",곡류 및 그 제품,100,358,10.7,9.94,3.83,74.12,1.94,7.1,10,2.63,102,321,343,3,2.9,0.178,0.862,0.4
R000248-ZZ-AVG,"옥수수, 메옥수수, 삶은것",곡류 및 그 제품,100,173,56.9,5.11,2.19,34.89,0.31,5.7,4,0.95,64,149,246,0,1.21,0.056,0.432,0.78
R000249-ZZ-AVG,"옥수수, 메옥수수, 구운것",곡류 및 그 제품,100,372,7.6,8.9,3.9,78.3,-,-,-,1.5,-,292,301,1,-,-,-,-
R000250-ZZ-AVG,"옥수수, 찰옥수수, 생것",곡류 및 그 제품,100,164,58.6,4.79,1.62,34.02,0.88,5.4,5,1.12,64,162,297,1,1.21,0.119,0.468,1.15
R000251-ZZ-AVG,"옥수수, 찰옥수수, 말린것",곡류 및 그 제품,100,371,7.5,11.5,4.6,74.7,-,-,8,1.8,-,127,180,2,-,-,-,-
R000253-ZZ-AVG,"옥수수, 가루",곡류 및 그 제품,100,364,8.1,7.32,0.97,83.3,0.54,1.9,5,0.73,14,52,105,2,0.3,0.008,0.073,2.58
R000254-ZZ-AVG,"옥수수, 크림, 통조림",곡류 및 그 제품,100,84,78.2,1.7,0.5,18.6,-,1.8,2,0.4,18,46,150,260,0.4,0.04,0.07,-
R000255-ZZ-AVG,"옥수수, 홀커넬, 통조림",곡류 및 그 제품,100,82,78.4,2.3,0.5,17.8,-,3.3,2,0.4,13,40,130,210,0.6,0.04,0.06,-
R000256-ZZ-AVG,"옥수수, 가당, 통조림",곡류 및 그 제품,100,105,73.8,2.07,0.73,22.45,4.17,1.3,2,0.35,17,63,200,206,0.46,0.017,0.086,0.81
R000257-ZZ-AVG,"옥수수 과자, 강냉이",곡류 및 그 제품,100,401,0.6,7.16,3.25,87.9,13.52,0.4,2,1.55,78,228,258,51,1.36,0.088,0.371,11.63
R000258-ZZ-AVG,"옥수수 과자, 콘칩",곡류 및 그 제품,100,538,1.07,6.17,33.36,56.9,0.27,4,138,1.2,72,194,144,514,1.29,0.101,0.333,7.6
R000260-ZZ-AVG,"옥수수 과자, 팝콘, 전자레인지 조리",곡류 및 그 제품,100,497,1.9,8.12,27.28,61.18,0,10.9,6,2.03,90,221,219,315,2.26,0.169,0.845,2.57
R000262-ZZ-AVG,옥수수 묵,곡류 및 그 제품,100,55,86,1.1,0,12.6,-,-,154,0.7,-,7,4,28,-,-,-,-
R000263-ZZ-AVG,"옥수수 샐러드, 콘샐러드",곡류 및 그 제품,100,104,73,3.2,0.2,22.4,-,-,1,0.6,-,61,209,330,-,-,-,-
R000264-ZZ-AVG,"율무, 도정, 생것",곡류 및 그 제품,100,377,9.4,15.4,3.2,70.5,-,-,10,3.7,-,290,324,4,-,-,-,-
R000265-ZZ-AVG,"율무 국수, 말린것",곡류 및 그 제품,100,368,9.3,13.2,1.2,74.6,-,-,16,1.1,-,200,211,2323,-,-,-,-
R000266-ZZ-AVG,율무죽,곡류 및 그 제품,100,44,89.5,0.5,0.4,9.5,-,-,11,0.5,-,9,-,-,-,-,-,-
R000267-ZZ-AVG,"잡곡, 현미, 찹쌀, 현미찹쌀, 보리 등 생것",곡류 및 그 제품,100,358,13.5,9.79,2.09,73.4,0.93,6.2,27,1.66,85,234,366,4,2.15,0.274,1.873,2.8
R000268-ZZ-AVG,"조, 메조, 도정, 생것",곡류 및 그 제품,100,373,11.2,11.48,3.91,71.7,0.71,6,23,3.45,141,335,304,6,3.56,0.497,1.228,2.53
R000269-ZZ-AVG,"조, 메조, 도정, 찐것",곡류 및 그 제품,100,115,72.7,3.14,1.13,22.71,0,2.7,8,1.31,43,93,40,1,1.33,0.153,0.495,1.82
R000270-ZZ-AVG,"조, 차조, 도정, 생것",곡류 및 그 제품,100,370,11.7,10.9,3.8,71.93,0.88,8.9,25,3.64,141,336,336,4,3.53,0.446,1.229,2.67
R000271-ZZ-AVG,"찹쌀, 가루",곡류 및 그 제품,100,375,10.7,6.44,0.57,82.08,0.08,0.8,10,0.07,10,38,33,3,0.95,0.157,0.439,1.72
R000272-ZZ-AVG,"찹쌀, 백미, 생것",곡류 및 그 제품,100,377,9.6,7.4,0.4,81.9,-,-,4,2.2,-,151,191,3,-,-,-,-
R000273-ZZ-AVG,"찹쌀, 현미, 생것",곡류 및 그 제품,100,361,12.9,7.3,2.8,75.7,-,-,15,1.3,-,228,218,5,-,-,-,-
R000274-ZZ-AVG,"찹쌀, 찹쌀미숫가루 ",곡류 및 그 제품,100,386,5.1,9,1.7,83.6,-,-,39,2,-,83,289,3,-,-,-,-
R000275-ZZ-AVG,"찹쌀, 화선찰벼, 백미, 생것",곡류 및 그 제품,100,375,11.1,9.5,2.6,75.2,-,-,9,2.1,-,303,307,26,-,-,-,-
R000276-ZZ-AVG,"찹쌀, 동진찰벼, 백미, 생것",곡류 및 그 제품,100,363,13.6,6.64,1.04,78.16,0.07,1.9,7,0.38,43,130,111,1,2.02,0.144,0.714,1.84
R000277-ZZ-AVG,"찹쌀, 동진찰벼, 현미, 생것",곡류 및 그 제품,100,357,13.2,7.14,2.18,76.22,0.39,6.2,10,1.18,118,322,248,1,2.35,0.234,1.604,1.37
R000278-ZZ-AVG,"찹쌀 과자, 검정깨 다식",곡류 및 그 제품,100,475,9.8,13.8,25.2,48.3,-,-,544,7.8,-,412,281,17,-,-,-,-
R000279-ZZ-AVG,"찹쌀 과자, 송화 다식",곡류 및 그 제품,100,343,16.3,4.4,2.3,76.1,-,-,14,1.6,-,98,281,29,-,-,-,-
R000280-ZZ-AVG,"찹쌀 과자, 산자",곡류 및 그 제품,100,417,10.4,2,11.8,75.6,-,-,3,0.7,-,26,24,28,-,-,-,-
R000281-ZZ-AVG,"찹쌀 과자, 유과",곡류 및 그 제품,100,411,9.9,1.96,10.37,77.49,14.72,0.8,26,1.62,14,31,81,18,0.19,0.058,0.175,6.19
R000282-ZZ-AVG,"찹쌀 과자, 전병",곡류 및 그 제품,100,446,1.2,7.8,10.7,79.6,-,-,12,0.6,-,97,91,144,-,-,-,-
R000283-ZZ-AVG,"찹쌀 국수, 흑미찰국수",곡류 및 그 제품,100,334,11.8,8.1,0.3,74.6,-,-,34,27,-,119,182,1975,-,-,-,-
R000284-ZZ-AVG,찹쌀떡,곡류 및 그 제품,100,246,39.9,4.81,1.75,52.65,6.47,2.5,12,0.58,17,38,43,262,0.87,0.078,0.483,6.53
R000285-ZZ-AVG,"찹쌀떡, 경단 카스텔라",곡류 및 그 제품,100,237,42.3,4.1,1.8,51.1,-,-,14,0.8,-,48,38,185,-,-,-,-
R000286-ZZ-AVG,"찹쌀떡, 모듬찰떡",곡류 및 그 제품,100,223,44.7,5.7,1.2,47.4,-,3.1,21,4.6,-,73,158,237,-,-,-,-
R000287-ZZ-AVG,"찹쌀떡, 약식",곡류 및 그 제품,100,244,40.8,3.7,2.2,52.3,-,1.7,11,2.8,-,33,65,289,-,-,-,-
R000288-ZZ-AVG,"찹쌀떡, 인절미, 팥고물",곡류 및 그 제품,100,204,49.1,4.2,0.9,44.8,-,-,16,1.9,-,37,58,269,-,-,-,-
R000289-ZZ-AVG,"찹쌀떡, 인절미, 콩고물",곡류 및 그 제품,100,231,42.4,5.52,1.15,49.69,2.81,2.1,12,0.33,22,46,88,337,0.69,0.112,0.393,7.63
R000290-ZZ-AVG,"찹쌀떡, 찰시루떡",곡류 및 그 제품,100,181,54.2,6.63,0.41,37.63,1.22,1.4,21,1.16,34,97,265,182,1.02,0.151,0.649,2.08
R000291-ZZ-AVG,"찹쌀빵, 찹쌀도우넛",곡류 및 그 제품,100,296,31.5,5,5.3,57.1,-,2.9,258,5.5,-,135,65,347,-,-,-,-
R000292-ZZ-AVG,"퀴노아, 쪄서 말린것",곡류 및 그 제품,100,364,12.5,9.56,3.26,72.66,1.47,7.7,63,3.54,143,308,645,0,2.11,0.318,2.253,5.04
R000293-ZZ-AVG,"피, IEC525(NO.5), 도정, 생것",곡류 및 그 제품,100,376,9.4,8.5,4.6,73.9,-,-,39,3.2,-,497,617,10,-,-,-,-
R000294-ZZ-AVG,"호밀, 가루 ",곡류 및 그 제품,100,351,13.5,8.5,1.6,75.8,0.9,12.9,25,1.5,30,140,140,1,0.7,0.11,-,-
R000295-ZZ-AVG,"호밀, 통호밀, 생것",곡류 및 그 제품,100,334,10.1,15.9,1.5,70.7,-,-,10,6.4,-,378,501,2,-,-,-,-
R000296-ZZ-AVG,호밀빵,곡류 및 그 제품,100,264,35,8.4,2.2,52.7,-,5.6,16,1.4,40,130,190,470,1.3,0.18,0.87,-
R000297-ZZ-AVG,"감자, 대지, 생것",감자 및 전분류,100,67,81.9,2.01,0.04,15.08,0,2.7,9,0.58,25,33,412,1,0.46,0.149,0.129,4.43
R000298-ZZ-AVG,"감자, 대지, 삶은것",감자 및 전분류,100,77,79.5,2.07,0.08,17.39,0,1.6,8,0.65,22,35,374,1,0.34,0.142,0.125,6.04
R000299-ZZ-AVG,"감자, 대지, 찐것",감자 및 전분류,100,80,78.6,2.11,0.09,18.17,0,1.6,10,0.48,23,36,402,2,0.38,0.144,0.132,6.57
R000300-ZZ-AVG,"감자, 대지, 구운것",감자 및 전분류,100,90,75.8,2.43,0.09,20.5,0,2,11,0.61,29,46,482,1,0.47,0.178,0.169,5.09
R000301-ZZ-AVG,"감자, 부침가루 ",감자 및 전분류,100,355,11.9,12.1,1.4,73.6,-,-,11,2,-,102,299,18,-,-,-,-
R000302-ZZ-AVG,"감자, 수미, 생것",감자 및 전분류,100,70,81.1,1.93,0.03,16.07,0,1.7,6,0.4,20,62,335,1,0.38,0.134,0.142,4.41
R000303-ZZ-AVG,"감자, 수미, 삶은것",감자 및 전분류,100,76,79.8,1.99,0.04,17.43,0,1.5,8,0.61,18,55,254,1,0.45,0.135,0.17,5.84
R000304-ZZ-AVG,"감자, 수미, 찐것",감자 및 전분류,100,75,79.8,1.94,0.05,17.28,0,1.4,6,0.42,20,58,318,0,0.41,0.143,0.159,4.62
R000305-ZZ-AVG,"감자, 수미, 구운것",감자 및 전분류,100,85,77.1,2.3,0.08,19.38,0,1.8,8,0.52,24,73,394,0,0.46,0.155,0.158,6.21
R000306-ZZ-AVG,"감자, 자색, 생것",감자 및 전분류,100,82,77.8,2.8,-,18.5,-,-,5,0.8,-,56,588,18,-,-,-,-
R000307-ZZ-AVG,"감자, 자색, 찐것",감자 및 전분류,100,85,77.1,2.3,-,19.5,-,-,9,0.7,-,52,498,18,-,-,-,-
R000308-ZZ-AVG,"감자, 자심, 생것",감자 및 전분류,100,64,82.3,1.8,0,14.7,-,-,4,1.7,-,37,482,4,-,-,-,-
R000309-ZZ-AVG,"감자, 보라밸리, 생것",감자 및 전분류,100,60,83.7,1.45,0.02,13.79,0,2.1,7,0.41,16,63,390,2,0.24,0.092,0.133,1.04
